YEAR,MO,DY,HR,IT,IT clear,IT EXT,HREL
2021,2,14,8,128.39,303.3,446.58,4.82
2021,2,14,9,224.12,513.3,689.83,4.58
2021,2,14,10,303.15,681.58,875.75,4.39
2021,2,14,11,488.14,789.25,991.62,4.33
2021,2,14,12,482.98,817.85,1029.6,4.03
2021,2,14,13,373.54,783.38,987.1,3.78
2021,2,14,14,369.88,678.33,867,3.6
2021,2,14,15,252.29,509.7,677.5,3.48
2021,2,14,16,139.98,297.2,431.5,3.36
2021,2,14,17,54.75,73.98,145.77,3.42
2021,2,14,18,0,0,0,3.48
2021,2,14,19,0,0,0,3.54
2021,2,14,20,0,0,0,3.54
2021,2,14,21,0,0,0,3.54
2021,2,14,22,0,0,0,3.54
2021,2,14,23,0,0,0,3.54
2021,2,15,0,0,0,0,3.54
2021,2,15,1,0,0,0,3.48
2021,2,15,2,0,0,0,3.48
2021,2,15,3,0,0,0,3.42
2021,2,15,4,0,0,0,3.42
2021,2,15,5,0,0,0,3.42
2021,2,15,6,0,0,0,3.36
2021,2,15,7,78.41,90.5,167.62,3.42
2021,2,15,8,305.28,321.33,451.48,3.23
2021,2,15,9,481.27,536.05,694.92,2.99
2021,2,15,10,615.06,703.77,880.95,2.87
2021,2,15,11,714.26,809.62,996.88,2.75
2021,2,15,12,719.8,842.6,1034.85,2.75
2021,2,15,13,751.13,804.3,992.23,2.81
2021,2,15,14,577.7,693.8,871.92,2.87
2021,2,15,15,420.75,523.2,682.17,2.93
2021,2,15,16,249.72,307.5,435.9,2.99
2021,2,15,17,58.85,80.45,149.85,3.11
2021,2,15,18,0,0,0,3.11
2021,2,15,19,0,0,0,3.05
2021,2,15,20,0,0,0,3.05
2021,2,15,21,0,0,0,2.99
2021,2,15,22,0,0,0,2.99
2021,2,15,23,0,0,0,2.99
2021,2,16,0,0,0,0,2.93
2021,2,16,1,0,0,0,2.93
2021,2,16,2,0,0,0,2.93
2021,2,16,3,0,0,0,2.93
2021,2,16,4,0,0,0,2.93
2021,2,16,5,0,0,0,2.99
2021,2,16,6,0,0,0,3.23
2021,2,16,7,68.88,95.27,172.6,3.42
2021,2,16,8,290.88,322.12,456.42,3.36
2021,2,16,9,475.48,533.5,700.05,3.54
2021,2,16,10,634.45,698.17,886.2,3.78
2021,2,16,11,712.48,801.15,1002.17,3.85
2021,2,16,12,765.62,835.1,1040.08,3.97
2021,2,16,13,672.66,796.62,997.33,4.15
2021,2,16,14,545.59,689.02,876.85,4.46
2021,2,16,15,426.31,520.67,686.85,4.88
2021,2,16,16,251.08,306.48,440.27,5.19
2021,2,16,17,51.99,79.42,153.9,5.55
2021,2,16,18,0,0,0,5.8
2021,2,16,19,0,0,0,5.86
2021,2,16,20,0,0,0,5.86
2021,2,16,21,0,0,0,5.74
2021,2,16,22,0,0,0,5.62
2021,2,16,23,0,0,0,5.49
2021,2,17,0,0,0,0,5.37
2021,2,17,1,0,0,0,5.25
2021,2,17,2,0,0,0,5.07
2021,2,17,3,0,0,0,4.94
2021,2,17,4,0,0,0,4.82
2021,2,17,5,0,0,0,4.76
2021,2,17,6,0,0,0,4.76
2021,2,17,7,67.19,92.05,177.77,4.82
2021,2,17,8,202.45,318.75,461.45,4.7
2021,2,17,9,341.29,533.3,705.25,4.39
2021,2,17,10,438.59,701.85,891.48,4.21
2021,2,17,11,535.34,808.2,1007.45,4.21
2021,2,17,12,579.93,842,1045.27,4.33
2021,2,17,13,409.2,803.17,1002.4,4.46
2021,2,17,14,331.37,693.33,881.73,4.52
2021,2,17,15,229.52,522.98,691.48,4.7
2021,2,17,16,134.91,308.05,444.62,5.07
2021,2,17,17,46.74,81.45,158.02,5.49
2021,2,17,18,0,0,0,5.49
2021,2,17,19,0,0,0,5.43
2021,2,17,20,0,0,0,5.43
2021,2,17,21,0,0,0,5.49
2021,2,17,22,0,0,0,5.49
2021,2,17,23,0,0,0,5.37
2021,2,18,0,0,0,0,5.19
2021,2,18,1,0,0,0,5
2021,2,18,2,0,0,0,4.82
2021,2,18,3,0,0,0,4.52
2021,2,18,4,0,0,0,4.27
2021,2,18,5,0,0,0,4.03
2021,2,18,6,0,0,0,3.78
2021,2,18,7,94.7,113.35,183.1,3.97
2021,2,18,8,291.27,350.48,466.55,3.42
2021,2,18,9,473.5,568.3,710.48,2.38
2021,2,18,10,677.71,739.33,896.77,2.01
2021,2,18,11,773.7,850.05,1012.75,1.77
2021,2,18,12,852.7,882.7,1050.5,1.65
2021,2,18,13,791.65,843.67,1007.45,1.65
2021,2,18,14,730.51,732.6,886.58,1.71
2021,2,18,15,563.54,558.75,696.08,1.83
2021,2,18,16,345.66,338.62,448.95,1.95
2021,2,18,17,100.78,99.52,162.15,2.14
2021,2,18,18,0,0,0,2.26
2021,2,18,19,0,0,0,2.26
2021,2,18,20,0,0,0,2.26
2021,2,18,21,0,0,0,2.26
2021,2,18,22,0,0,0,2.2
2021,2,18,23,0,0,0,2.2
2021,2,19,0,0,0,0,2.14
2021,2,19,1,0,0,0,2.14
2021,2,19,2,0,0,0,2.14
2021,2,19,3,0,0,0,2.14
2021,2,19,4,0,0,0,2.14
2021,2,19,5,0,0,0,2.14
2021,2,19,6,0,0,0,2.08
2021,2,19,7,113.73,119.38,188.6,1.95
2021,2,19,8,362.42,355.42,471.73,1.95
2021,2,19,9,576.57,569.8,715.77,1.89
2021,2,19,10,740.79,736.23,902.12,1.53
2021,2,19,11,838.61,841.7,1018.08,1.4
2021,2,19,12,871.97,872.8,1055.73,1.59
2021,2,19,13,833.77,832.27,1012.52,1.77
2021,2,19,14,727.24,722.08,891.4,1.95
2021,2,19,15,556.98,550.6,700.62,2.01
2021,2,19,16,340.02,333.75,453.23,2.5
2021,2,19,17,99.88,98.83,166.3,3.48
2021,2,19,18,0,0,0,2.87
2021,2,19,19,0,0,0,2.75
2021,2,19,20,0,0,0,2.69
2021,2,19,21,0,0,0,2.62
2021,2,19,22,0,0,0,2.56
2021,2,19,23,0,0,0,2.56
2021,2,20,0,0,0,0,2.5
2021,2,20,1,0,0,0,2.44
2021,2,20,2,0,0,0,2.38
2021,2,20,3,0,0,0,2.32
2021,2,20,4,0,0,0,2.32
2021,2,20,5,0,0,0,2.26
2021,2,20,6,0,0,0,2.26
2021,2,20,7,113.11,118.98,194.25,2.81
2021,2,20,8,356.99,349.92,476.98,2.44
2021,2,20,9,567.84,561.85,721.12,2.38
2021,2,20,10,731.01,727.4,907.5,2.38
2021,2,20,11,832.35,831,1023.4,2.38
2021,2,20,12,862.1,864.38,1060.95,2.44
2021,2,20,13,823.92,826.92,1017.55,2.44
2021,2,20,14,722.92,717.45,896.2,2.5
2021,2,20,15,554.28,548.02,705.17,2.56
2021,2,20,16,339.16,332.95,457.48,2.56
2021,2,20,17,101.19,100.33,170.45,2.81
2021,2,20,18,0,0,0,2.99
2021,2,20,19,0,0,0,2.93
2021,2,20,20,0,0,0,2.87
2021,2,20,21,0,0,0,2.81
2021,2,20,22,0,0,0,2.81
2021,2,20,23,0,0,0,2.81
2021,2,21,0,0,0,0,2.87
2021,2,21,1,0,0,0,2.93
2021,2,21,2,0,0,0,2.93
2021,2,21,3,0,0,0,3.05
2021,2,21,4,0,0,0,3.11
2021,2,21,5,0,0,0,3.17
2021,2,21,6,0,0,0,3.3
2021,2,21,7,125.44,126.98,200.08,3.42
2021,2,21,8,368.98,363.95,482.25,3.36
2021,2,21,9,586.75,582.12,726.5,3.05
2021,2,21,10,756.38,754.45,912.88,2.75
2021,2,21,11,863.23,862.48,1028.73,2.44
2021,2,21,12,897.44,898.5,1066.12,2.08
2021,2,21,13,860.4,860.55,1022.55,1.89
2021,2,21,14,753.34,750.15,900.95,1.65
2021,2,21,15,582.33,576.42,709.65,1.46
2021,2,21,16,361.74,355.48,461.67,1.4
2021,2,21,17,113.96,112.98,174.62,2.38
2021,2,21,18,0,0,0,2.32
2021,2,21,19,0,0,0,2.08
2021,2,21,20,0,0,0,1.89
2021,2,21,21,0,0,0,1.83
2021,2,21,22,0,0,0,1.71
2021,2,21,23,0,0,0,1.65
2021,2,22,0,0,0,0,1.59
2021,2,22,1,0,0,0,1.53
2021,2,22,2,0,0,0,1.46
2021,2,22,3,0,0,0,1.4
2021,2,22,4,0,0,0,1.4
2021,2,22,5,0,0,0,1.4
2021,2,22,6,0,0,0,1.4
2021,2,22,7,133.77,140.17,206.08,1.4
2021,2,22,8,388.85,382.25,487.6,1.34
2021,2,22,9,605.15,602.98,731.9,1.28
2021,2,22,10,776.32,773.85,918.27,1.16
2021,2,22,11,880.48,881.23,1034.02,0.98
2021,2,22,12,909,913.52,1071.27,0.98
2021,2,22,13,863.43,871.1,1027.5,0.92
2021,2,22,14,751.28,755.95,905.65,0.98
2021,2,22,15,574.73,578.48,714.08,0.98
2021,2,22,16,361.45,354.58,465.83,1.34
2021,2,22,17,99.45,112.52,178.77,2.69
2021,2,22,18,0,0,0,2.26
2021,2,22,19,0,0,0,2.32
2021,2,22,20,0,0,0,2.32
2021,2,22,21,0,0,0,2.32
2021,2,22,22,0,0,0,2.38
2021,2,22,23,0,0,0,2.5
2021,2,23,0,0,0,0,2.56
2021,2,23,1,0,0,0,2.5
2021,2,23,2,0,0,0,2.38
2021,2,23,3,0,0,0,2.32
2021,2,23,4,0,0,0,2.2
2021,2,23,5,0,0,0,2.14
2021,2,23,6,0,0,0,2.01
2021,2,23,7,123.34,133.12,212.23,2.62
2021,2,23,8,375.43,367.9,492.95,2.14
2021,2,23,9,590.85,584.8,737.3,1.71
2021,2,23,10,755.66,753.83,923.62,1.71
2021,2,23,11,860.68,860.17,1039.27,1.65
2021,2,23,12,881.04,893.65,1076.38,1.65
2021,2,23,13,825.62,853.88,1032.38,1.65
2021,2,23,14,741.85,742.42,910.27,1.65
2021,2,23,15,575.74,569.83,718.45,1.65
2021,2,23,16,354.53,350.95,469.92,1.65
2021,2,23,17,111.11,112.67,182.98,2.38
2021,2,23,18,0,0,0,2.56
2021,2,23,19,0,0,0,2.44
2021,2,23,20,0,0,0,2.32
2021,2,23,21,0,0,0,2.2
2021,2,23,22,0,0,0,2.14
2021,2,23,23,0,0,0,2.08
2021,2,24,0,0,0,0,2.01
2021,2,24,1,0,0,0,2.01
2021,2,24,2,0,0,0,1.95
2021,2,24,3,0,0,0,1.89
2021,2,24,4,0,0,0,1.83
2021,2,24,5,0,0,0,1.83
2021,2,24,6,0,0,0,1.83
2021,2,24,7,139.62,141.95,218.55,2.2
2021,2,24,8,383.13,376.65,498.4,1.89
2021,2,24,9,599.64,591.9,742.77,1.53
2021,2,24,10,762.63,759.23,929.08,1.53
2021,2,24,11,863.93,863.9,1044.6,1.59
2021,2,24,12,887.88,898.5,1081.5,1.65
2021,2,24,13,844.84,857.9,1037.27,1.65
2021,2,24,14,732.65,746.48,914.92,1.65
2021,2,24,15,519.91,573.27,722.8,1.65
2021,2,24,16,309.77,353.58,474,1.71
2021,2,24,17,89.2,115.17,187.17,2.2
2021,2,24,18,0,0,0,2.56
2021,2,24,19,0,0,0,2.56
2021,2,24,20,0,0,0,2.56
2021,2,24,21,0,0,0,2.44
2021,2,24,22,0,0,0,2.38
2021,2,24,23,0,0,0,2.32
2021,2,25,0,0,0,0,2.26
2021,2,25,1,0,0,0,2.2
2021,2,25,2,0,0,0,2.14
2021,2,25,3,0,0,0,2.08
2021,2,25,4,0,0,0,2.01
2021,2,25,5,0,0,0,1.95
2021,2,25,6,0,0,0,1.95
2021,2,25,7,106.66,141.7,225.05,2.14
2021,2,25,8,323.64,375.2,503.9,1.46
2021,2,25,9,553.37,590.8,748.25,1.04
2021,2,25,10,685.27,758.92,934.48,1.1
2021,2,25,11,725.49,864.75,1049.88,1.22
2021,2,25,12,696.55,899.58,1086.58,1.28
2021,2,25,13,719.04,861.17,1042.12,1.28
2021,2,25,14,648.95,751.38,919.5,1.34
2021,2,25,15,573.88,579.25,727.1,1.34
2021,2,25,16,361.15,359.65,478.02,1.4
2021,2,25,17,118,120,191.38,1.65
2021,2,25,18,0,0,0,2.01
2021,2,25,19,0,0,0,2.2
2021,2,25,20,0,0,0,2.2
2021,2,25,21,0,0,0,2.14
2021,2,25,22,0,0,0,2.08
2021,2,25,23,0,0,0,2.08
2021,2,26,0,0,0,0,2.08
2021,2,26,1,0,0,0,2.08
2021,2,26,2,0,0,0,2.01
2021,2,26,3,0,0,0,2.01
2021,2,26,4,0,0,0,2.01
2021,2,26,5,0,0,0,2.08
2021,2,26,6,0,0,0,2.08
2021,2,26,7,56.07,145.62,231.73,2.26
2021,2,26,8,179.53,378.92,509.45,1.95
2021,2,26,9,317.18,595.42,753.8,1.71
2021,2,26,10,405.26,763.83,939.95,1.59
2021,2,26,11,496.38,869.3,1055.2,1.53
2021,2,26,12,510.79,902.5,1091.7,1.53
2021,2,26,13,420.65,863.25,1046.98,1.59
2021,2,26,14,419.12,752.08,924.08,1.65
2021,2,26,15,336.92,577.85,731.38,1.71
2021,2,26,16,191.28,356.5,482.05,1.89
2021,2,26,17,55.71,117.77,195.58,2.5
2021,2,26,18,0,0,0,2.81
2021,2,26,19,0,0,0,2.69
2021,2,26,20,0,0,0,2.62
2021,2,26,21,0,0,0,2.56
2021,2,26,22,0,0,0,2.44
2021,2,26,23,0,0,0,2.32
2021,2,27,0,0,0,0,2.26
2021,2,27,1,0,0,0,2.26
2021,2,27,2,0,0,0,2.2
2021,2,27,3,0,0,0,2.14
2021,2,27,4,0,0,0,2.14
2021,2,27,5,0,0,0,2.08
2021,2,27,6,0,0,0,2.08
2021,2,27,7,113.77,156.58,238.58,2.32
2021,2,27,8,240.27,391.4,515.02,2.01
2021,2,27,9,412.21,608.6,759.38,1.65
2021,2,27,10,665.19,776.27,945.42,1.53
2021,2,27,11,531.82,870.23,1060.5,1.46
2021,2,27,12,623.34,904.08,1096.77,1.4
2021,2,27,13,544.41,866.25,1051.77,1.4
2021,2,27,14,470.42,753.27,928.6,1.46
2021,2,27,15,320.3,578.65,735.62,1.46
2021,2,27,16,162.04,357.98,486.02,1.59
2021,2,27,17,49.51,120.42,199.8,1.77
2021,2,27,18,0,0,0,2.14
2021,2,27,19,0,0,0,2.26
2021,2,27,20,0,0,0,2.2
2021,2,27,21,0,0,0,2.26
2021,2,27,22,0,0,0,2.38
2021,2,27,23,0,0,0,2.5
2021,2,28,0,0,0,0,2.62
2021,2,28,1,0,0,0,2.75
2021,2,28,2,0,0,0,2.87
2021,2,28,3,0,0,0,2.99
2021,2,28,4,0,0,0,3.05
2021,2,28,5,0,0,0,3.05
2021,2,28,6,0,0,0,3.05
2021,2,28,7,166.14,163.1,245.58,3.36
2021,2,28,8,404.95,399.9,520.65,2.99
2021,2,28,9,627.36,621.27,764.92,2.38
2021,2,28,10,794.45,794.95,950.85,2.01
2021,2,28,11,900.59,901.98,1065.75,1.83
2021,2,28,12,929.38,934.62,1101.8,1.71
2021,2,28,13,883.27,893.98,1056.52,1.59
2021,2,28,14,781.62,780.62,933.05,1.46
2021,2,28,15,608.23,604.4,739.8,1.4
2021,2,28,16,385.02,379.23,489.92,1.4
2021,2,28,17,134.49,135.15,204,1.53
2021,2,28,18,0,0,0,1.77
2021,2,28,19,0,0,0,1.89
2021,2,28,20,0,0,0,1.83
2021,2,28,21,0,0,0,1.77
2021,2,28,22,0,0,0,1.59
2021,2,28,23,0,0,0,1.4
2021,3,1,0,0,0,0,1.28
2021,3,1,1,0,0,0,1.16
2021,3,1,2,0,0,0,1.16
2021,3,1,3,0,0,0,1.1
2021,3,1,4,0,0,0,0.98
2021,3,1,5,0,0,0,1.04
2021,3,1,6,0,0,0,1.1
2021,3,1,7,182.65,179.85,252.73,1.16
2021,3,1,8,421.09,420.9,526.25,1.16
2021,3,1,9,646.3,644.65,770.48,1.16
2021,3,1,10,792.87,817.65,956.23,1.16
2021,3,1,11,898.09,925.55,1070.92,1.22
2021,3,1,12,858.8,956.33,1106.7,1.22
2021,3,1,13,854.52,912.1,1061.17,1.22
2021,3,1,14,690.52,794.77,937.4,1.16
2021,3,1,15,563.57,613.35,743.88,1.1
2021,3,1,16,359.55,385.4,493.75,1.1
2021,3,1,17,133.82,139.55,208.2,1.34
2021,3,1,18,0,0,0,1.4
2021,3,1,19,0,0,0,1.4
2021,3,1,20,0,0,0,1.46
2021,3,1,21,0,0,0,1.53
2021,3,1,22,0,0,0,1.65
2021,3,1,23,0,0,0,1.71
2021,3,2,0,0,0,0,1.77
2021,3,2,1,0,0,0,1.83
2021,3,2,2,0,0,0,1.89
2021,3,2,3,0,0,0,1.89
2021,3,2,4,0,0,0,1.89
2021,3,2,5,0,0,0,1.89
2021,3,2,6,8.5,5.42,14.1,1.89
2021,3,2,7,159.41,163.83,245.92,1.95
2021,3,2,8,414.27,406.45,531.92,1.77
2021,3,2,9,629.59,623.75,776.02,1.59
2021,3,2,10,790.89,793.55,961.62,1.1
2021,3,2,11,893.46,897.8,1076.1,0.85
2021,3,2,12,925.47,927.75,1111.62,0.79
2021,3,2,13,862.57,883.48,1065.77,0.79
2021,3,2,14,751.08,768.95,941.73,0.79
2021,3,2,15,577.55,593.27,747.9,0.85
2021,3,2,16,359.58,371.42,497.55,0.92
2021,3,2,17,117.43,132.8,212.4,1.59
2021,3,2,18,0,0,0,1.95
2021,3,2,19,0,0,0,2.01
2021,3,2,20,0,0,0,1.89
2021,3,2,21,0,0,0,1.77
2021,3,2,22,0,0,0,1.71
2021,3,2,23,0,0,0,1.65
2021,3,3,0,0,0,0,1.59
2021,3,3,1,0,0,0,1.59
2021,3,3,2,0,0,0,1.59
2021,3,3,3,0,0,0,1.59
2021,3,3,4,0,0,0,1.53
2021,3,3,5,0,0,0,1.46
2021,3,3,6,7.88,5.58,15.88,1.53
2021,3,3,7,115.33,158,251.65,1.71
2021,3,3,8,289.12,393.92,537.6,1.34
2021,3,3,9,446.93,605.42,781.58,2.38
2021,3,3,10,674.45,767.6,967,3.23
2021,3,3,11,817.59,868.12,1081.23,3.72
2021,3,3,12,773.69,905,1116.48,4.03
2021,3,3,13,753.51,863.6,1070.35,4.21
2021,3,3,14,448.83,751.52,946,4.27
2021,3,3,15,295.23,579.17,751.9,4.15
2021,3,3,16,185.73,361.05,501.33,3.91
2021,3,3,17,60.12,128.92,216.62,3.72
2021,3,3,18,0,0,0,3.72
2021,3,3,19,0,0,0,3.6
2021,3,3,20,0,0,0,3.48
2021,3,3,21,0,0,0,3.36
2021,3,3,22,0,0,0,3.23
2021,3,3,23,0,0,0,3.17
2021,3,4,0,0,0,0,3.05
2021,3,4,1,0,0,0,3.05
2021,3,4,2,0,0,0,2.99
2021,3,4,3,0,0,0,2.99
2021,3,4,4,0,0,0,2.99
2021,3,4,5,0,0,0,3.11
2021,3,4,6,8.9,6.42,17.75,3.3
2021,3,4,7,163.41,167.58,257.42,3.6
2021,3,4,8,407.36,410.55,543.33,3.91
2021,3,4,9,634.21,629.1,787.2,3.6
2021,3,4,10,794.65,800.27,972.42,3.05
2021,3,4,11,903.36,907.83,1086.4,2.69
2021,3,4,12,922.05,940.7,1121.35,2.5
2021,3,4,13,830.09,899.15,1074.92,2.32
2021,3,4,14,696.39,785.58,950.25,2.2
2021,3,4,15,501.44,608.98,755.88,2.14
2021,3,4,16,308.04,385.38,505.05,2.08
2021,3,4,17,99.9,143.55,220.83,2.26
2021,3,4,18,0,0,0,2.62
2021,3,4,19,0,0,0,2.75
2021,3,4,20,0,0,0,2.87
2021,3,4,21,0,0,0,2.93
2021,3,4,22,0,0,0,2.87
2021,3,4,23,0,0,0,2.62
2021,3,5,0,0,0,0,2.44
2021,3,5,1,0,0,0,2.5
2021,3,5,2,0,0,0,2.56
2021,3,5,3,0,0,0,2.69
2021,3,5,4,0,0,0,2.75
2021,3,5,5,0,0,0,2.81
2021,3,5,6,8.91,7.73,19.77,2.87
2021,3,5,7,181.65,178.12,263.2,2.99
2021,3,5,8,429.25,423.48,549.05,2.99
2021,3,5,9,649.05,642.33,792.77,2.69
2021,3,5,10,814.19,813.02,977.77,2.38
2021,3,5,11,916.17,920.2,1091.5,2.2
2021,3,5,12,947.45,947.48,1126.15,2.01
2021,3,5,13,902.79,905.75,1079.4,1.89
2021,3,5,14,789.51,790.4,954.42,1.77
2021,3,5,15,617.91,612.48,759.77,1.65
2021,3,5,16,394.62,388.2,508.73,1.71
2021,3,5,17,149.46,147.67,225.05,2.26
2021,3,5,18,0,0,0,2.14
2021,3,5,19,0,0,0,2.08
2021,3,5,20,0,0,0,2.14
2021,3,5,21,0,0,0,2.14
2021,3,5,22,0,0,0,2.2
2021,3,5,23,0,0,0,2.38
2021,3,6,0,0,0,0,2.56
2021,3,6,1,0,0,0,2.93
2021,3,6,2,0,0,0,3.3
2021,3,6,3,0,0,0,3.6
2021,3,6,4,0,0,0,3.78
2021,3,6,5,0,0,0,3.97
2021,3,6,6,9.2,8.17,21.9,4.15
2021,3,6,7,174.14,177.2,269.05,4.21
2021,3,6,8,424.83,419.45,554.77,4.03
2021,3,6,9,640.64,635.65,798.35,3.66
2021,3,6,10,805.49,804.25,983.12,3.23
2021,3,6,11,905.95,908.48,1096.55,2.87
2021,3,6,12,942.08,940.88,1130.9,2.56
2021,3,6,13,887.89,898.35,1083.83,2.44
2021,3,6,14,783.8,783.98,958.55,2.38
2021,3,6,15,609.38,607.62,763.62,2.32
2021,3,6,16,388.41,384.45,512.35,2.32
2021,3,6,17,129.13,145.75,229.25,2.81
2021,3,6,18,0,0,0,3.17
2021,3,6,19,0,0,0,3.11
2021,3,6,20,0,0,0,3.05
2021,3,6,21,0,0,0,2.99
2021,3,6,22,0,0,0,2.87
2021,3,6,23,0,0,0,2.81
2021,3,7,0,0,0,0,2.69
2021,3,7,1,0,0,0,2.62
2021,3,7,2,0,0,0,2.56
2021,3,7,3,0,0,0,2.56
2021,3,7,4,0,0,0,2.56
2021,3,7,5,0,0,0,2.56
2021,3,7,6,10.39,9.35,24.15,2.62
2021,3,7,7,182.62,185.05,274.9,3.17
2021,3,7,8,434.07,429.62,560.55,2.87
2021,3,7,9,650.95,647.85,803.92,2.32
2021,3,7,10,818.1,817.65,988.48,2.08
2021,3,7,11,887.91,922.42,1101.6,1.95
2021,3,7,12,792.34,950.5,1135.62,1.89
2021,3,7,13,727.5,905.83,1088.23,1.89
2021,3,7,14,759.54,789.9,962.62,1.95
2021,3,7,15,605.44,611.5,767.42,2.01
2021,3,7,16,376.52,386.83,515.92,2.14
2021,3,7,17,131.45,147.92,233.45,3.36
2021,3,7,18,0,0,0,3.3
2021,3,7,19,0,0,0,3.17
2021,3,7,20,0,0,0,3.05
2021,3,7,21,0,0,0,2.87
2021,3,7,22,0,0,0,2.75
2021,3,7,23,0,0,0,2.69
2021,3,8,0,0,0,0,2.87
2021,3,8,1,0,0,0,2.81
2021,3,8,2,0,0,0,2.81
2021,3,8,3,0,0,0,2.81
2021,3,8,4,0,0,0,2.81
2021,3,8,5,0,0,0,2.81
2021,3,8,6,8.45,9.35,26.55,2.87
2021,3,8,7,128.7,178.77,280.8,3.48
2021,3,8,8,346.66,418.67,566.33,3.05
2021,3,8,9,511,632.08,809.52,2.81
2021,3,8,10,641.2,795.62,993.8,2.62
2021,3,8,11,864.91,897.98,1106.62,2.44
2021,3,8,12,850.65,929.88,1140.33,2.38
2021,3,8,13,628.8,887.25,1092.58,2.38
2021,3,8,14,600.21,772.75,966.67,2.38
2021,3,8,15,430.63,597.1,771.2,2.38
2021,3,8,16,264.86,375.45,519.48,2.75
2021,3,8,17,92.08,142.3,237.65,3.48
2021,3,8,18,0,0,0,3.42
2021,3,8,19,0,0,0,3.42
2021,3,8,20,0,0,0,3.48
2021,3,8,21,0,0,0,3.42
2021,3,8,22,0,0,0,3.42
2021,3,8,23,0,0,0,3.36
2021,3,9,0,0,0,0,3.23
2021,3,9,1,0,0,0,3.11
2021,3,9,2,0,0,0,3.05
2021,3,9,3,0,0,0,3.05
2021,3,9,4,0,0,0,3.05
2021,3,9,5,0,0,0,3.05
2021,3,9,6,9.37,9.4,29.05,3.11
2021,3,9,7,136.12,170.33,286.7,3.23
2021,3,9,8,271.65,406.83,572.1,2.44
2021,3,9,9,450.93,620.23,815.08,1.83
2021,3,9,10,666.13,786.02,999.08,1.83
2021,3,9,11,674.39,889.27,1111.58,1.89
2021,3,9,12,625.49,921.38,1144.92,2.01
2021,3,9,13,572.63,870.3,1096.83,2.08
2021,3,9,14,401.66,750.88,970.62,2.14
2021,3,9,15,309.84,572.52,774.88,2.26
2021,3,9,16,187.56,352.6,522.98,2.38
2021,3,9,17,49.67,128.52,241.83,2.56
2021,3,9,18,0,0,0,2.93
2021,3,9,19,0,0,0,3.05
2021,3,9,20,0,0,0,3.11
2021,3,9,21,0,0,0,3.11
2021,3,9,22,0,0,0,3.11
2021,3,9,23,0,0,0,3.11
2021,3,10,0,0,0,0,3.11
2021,3,10,1,0,0,0,3.17
2021,3,10,2,0,0,0,3.23
2021,3,10,3,0,0,0,3.23
2021,3,10,4,0,0,0,3.23
2021,3,10,5,0,0,0,3.23
2021,3,10,6,11.16,12.02,31.7,3.23
2021,3,10,7,159.56,193.08,292.65,3.36
2021,3,10,8,352.07,435.83,577.88,3.17
2021,3,10,9,518.45,651.52,820.62,3.11
2021,3,10,10,598,817.77,1004.33,3.11
2021,3,10,11,629.55,920.42,1116.5,3.05
2021,3,10,12,581.63,949.83,1149.5,2.99
2021,3,10,13,624.69,906.98,1101.08,2.99
2021,3,10,14,490.43,793.55,974.52,2.93
2021,3,10,15,400.45,618.6,778.52,2.87
2021,3,10,16,229.34,396.65,526.42,2.81
2021,3,10,17,78.09,160.15,246.02,2.81
2021,3,10,18,0,0,0,2.99
2021,3,10,19,0,0,0,3.17
2021,3,10,20,0,0,0,3.36
2021,3,10,21,0,0,0,3.48
2021,3,10,22,0,0,0,3.6
2021,3,10,23,0,0,0,3.72
2021,3,11,0,0,0,0,3.78
2021,3,11,1,0,0,0,3.78
2021,3,11,2,0,0,0,3.78
2021,3,11,3,0,0,0,3.72
2021,3,11,4,0,0,0,3.66
2021,3,11,5,0,0,0,3.54
2021,3,11,6,15.29,14.27,34.48,3.48
2021,3,11,7,205.59,206.77,298.58,3.36
2021,3,11,8,456.4,453.25,583.65,2.75
2021,3,11,9,674.27,672.7,826.15,2.56
2021,3,11,10,829.2,839.77,1009.55,2.62
2021,3,11,11,894.52,941.65,1121.38,2.56
2021,3,11,12,829.2,965.42,1154,2.56
2021,3,11,13,676.56,916.73,1105.23,2.56
2021,3,11,14,549.7,797.08,978.38,2.5
2021,3,11,15,292.78,615.05,782.12,2.5
2021,3,11,16,184.87,388.25,529.83,2.5
2021,3,11,17,56.72,152.23,250.2,2.44
2021,3,11,18,0,0,0,2.38
2021,3,11,19,0,0,0,2.44
2021,3,11,20,0,0,0,2.5
2021,3,11,21,0,0,0,2.56
2021,3,11,22,0,0,0,2.62
2021,3,11,23,0,0,0,2.62
2021,3,12,0,0,0,0,2.62
2021,3,12,1,0,0,0,2.62
2021,3,12,2,0,0,0,2.62
2021,3,12,3,0,0,0,2.56
2021,3,12,4,0,0,0,2.56
2021,3,12,5,0,0,0,2.5
2021,3,12,6,10.43,14.02,37.35,2.56
2021,3,12,7,105.27,200.83,304.55,2.5
2021,3,12,8,252.42,444.05,589.42,2.5
2021,3,12,9,393.88,659.08,831.65,2.75
2021,3,12,10,463.43,823.38,1014.73,2.99
2021,3,12,11,537.41,923.5,1126.2,3.23
2021,3,12,12,582.53,952.2,1158.45,3.54
2021,3,12,13,484.03,907.85,1109.33,3.78
2021,3,12,14,398.2,792.12,982.15,3.97
2021,3,12,15,276.48,615.27,785.62,3.97
2021,3,12,16,185.94,392.88,533.17,3.97
2021,3,12,17,78.02,159.27,254.35,3.97
2021,3,12,18,0,0,0,3.91
